shp_code,departure,city_from,city_to,country_from,country_to,cost_per_kg,gross_weight,carrier_charge,mode,carrier,duration
SHP584572,2019-03-11 08:02:12,Rotterdam,Kuala Lumpur,NL,MY,93.7798,117.0,0.9,Ocean,Neele-Vat Logistics,7.70972
SHP124607,2020-04-30 15:36:36,Rotterdam,Kuala Lumpur,NL,MY,94.85,555.0,0.75,Air,NTG Air & Ocean,5.04352
SHP256573,2019-03-14 11:48:12,Rotterdam,Kuala Lumpur,NL,MY,93.45,115.0,1.05,Air,Van den Bosch Transporten,5.29074
SHP9350995,2019-05-26 12:16:53,Rotterdam,Manila,NL,PH,108.55,103.0,0.5625,Ocean,Van den Bosch Transporten,45.43947
SHP329589,2019-06-28 07:06:32,Rotterdam,Kuala Lumpur,NL,MY,87.77,605.0,0.75,Air,NTG Air & Ocean,5.3373800000000005
SHP846600,2019-09-10 22:35:11,Rotterdam,Kuala Lumpur,NL,MY,86.80196873,117.0,0.75,Air,NTG Air & Ocean,5.08229
SHP272607,2020-05-16 02:57:50,Rotterdam,Kuala Lumpur,NL,MY,92.81,54.0,1.05,Air,Van den Bosch Transporten,5.17801
SHP294604,2019-10-27 11:18:24,Rotterdam,Kuala Lumpur,NL,MY,91.66,615.0,0.75,Air,NTG Air & Ocean,5.01262
SHP171592,2019-07-18 00:07:41,Rotterdam,Kuala Lumpur,NL,MY,85.66,857.0,0.75,Air,NTG Air & Ocean,5.17234
SHP193607,2020-05-08 00:57:19,Rotterdam,Kuala Lumpur,NL,MY,94.46,560.0,0.75,Air,NTG Air & Ocean,5.41331
SHP74574,2019-03-18 15:01:48,Rotterdam,Kuala Lumpur,NL,MY,91.84,500.0,1.05,Air,Van den Bosch Transporten,5.2015
SHP362571,2019-03-04 18:41:58,Rotterdam,Kuala Lumpur,NL,MY,91.86,220.0,0.9,Ocean,Neele-Vat Logistics,22.15255
SHP814603,2019-10-07 09:04:30,Rotterdam,Kuala Lumpur,NL,MY,86.78,250.0,0.9,Ocean,Neele-Vat Logistics,18.14236
SHP444604,2019-11-03 11:04:37,Rotterdam,Kuala Lumpur,NL,MY,91.86,1000.0,0.9,Ocean,Neele-Vat Logistics,8.9765
SHP609605,2019-12-27 10:53:41,Rotterdam,Kuala Lumpur,NL,MY,93.1659,2700.0,0.9,Ocean,Neele-Vat Logistics,28.90058
SHP338593,2019-07-25 11:54:03,Rotterdam,Kuala Lumpur,NL,MY,85.7,1506.0,0.75,Air,NTG Air & Ocean,5.25891
SHP796578,2019-04-19 13:44:10,Rotterdam,Kuala Lumpur,NL,MY,90.37,560.0,0.75,Air,NTG Air & Ocean,5.14838
SHP567577,2019-04-12 12:44:19,Rotterdam,Kuala Lumpur,NL,MY,89.46,105.0,0.75,Air,NTG Air & Ocean,5.41678
SHP762605,2020-01-03 10:09:42,Rotterdam,Kuala Lumpur,NL,MY,91.7,218.8,0.9,Ocean,Neele-Vat Logistics,28.59514
SHP227588,2019-06-19 17:23:27,Rotterdam,Kuala Lumpur,NL,MY,88.74,1506.0,1.05,Air,Van den Bosch Transporten,5.02465
SHP890604,2019-11-24 08:22:15,Rotterdam,Kuala Lumpur,NL,MY,92.38597687,353.0,0.75,Air,NTG Air & Ocean,5.11806
SHP859577,2019-04-14 10:43:18,Rotterdam,Kuala Lumpur,NL,MY,90.60322278,826.0,0.75,Air,NTG Air & Ocean,5.24595
SHP282607,2020-05-16 23:04:54,Rotterdam,Kuala Lumpur,NL,MY,92.7,103.5,0.75,Air,NTG Air & Ocean,5.10127
SHP627601,2019-09-14 22:06:35,Rotterdam,Kuala Lumpur,NL,MY,87.98,150.0,0.75,Air,NTG Air & Ocean,5.27384
SHP237588,2019-06-20 02:30:27,Rotterdam,Kuala Lumpur,NL,MY,87.77,700.0,0.75,Air,NTG Air & Ocean,5.11169
SHP362606,2020-02-12 22:17:13,Rotterdam,Kuala Lumpur,NL,MY,93.63,138.5,0.75,Air,NTG Air & Ocean,5.26806
SHP967604,2019-11-28 13:38:43,Rotterdam,Kuala Lumpur,NL,MY,92.54348994,2000.0,0.75,Air,NTG Air & Ocean,5.20116
SHP831577,2019-04-13 17:48:13,Rotterdam,Kuala Lumpur,NL,MY,89.8,5010.0,0.9,Ocean,Neele-Vat Logistics,21.77928
SHP510586,2019-06-09 17:00:34,Rotterdam,Kuala Lumpur,NL,MY,87.39,175.0,0.75,Air,NTG Air & Ocean,5.20833
SHP193593,2019-07-24 00:29:32,Rotterdam,Kuala Lumpur,NL,MY,85.85,40.0,0.9,Ocean,Neele-Vat Logistics,24.5662
SHP477597,2019-08-20 09:48:41,Rotterdam,Kuala Lumpur,NL,MY,84.7,705.0,0.9,Ocean,Neele-Vat Logistics,28.44919
SHP689570,2019-03-01 10:36:02,Rotterdam,Kuala Lumpur,NL,MY,91.31,200.0,0.9,Ocean,Neele-Vat Logistics,8.77801
SHP505606,2020-02-24 23:06:19,Rotterdam,Kuala Lumpur,NL,MY,92.7,58.5,0.75,Air,NTG Air & Ocean,5.39572
SHP52584,2019-05-22 15:23:21,Rotterdam,Kuala Lumpur,NL,MY,90.67,1506.0,0.75,Air,NTG Air & Ocean,5.10995
SHP8481005,2019-11-07 21:47:07,Rotterdam,Manila,NL,PH,110.6,150.0,0.5625,Ocean,Van den Bosch Transporten,6.245369999999999
SHP417607,2020-06-05 17:35:59,Rotterdam,Kuala Lumpur,NL,MY,92.75,355.0,1.05,Air,Van den Bosch Transporten,5.13009
SHP125579,2019-04-21 12:13:42,Rotterdam,Kuala Lumpur,NL,MY,89.7,562.5,0.9,Ocean,Neele-Vat Logistics,19.45625
SHP825605,2020-01-09 11:36:59,Rotterdam,Kuala Lumpur,NL,MY,93.05,605.0,0.9,Ocean,Neele-Vat Logistics,19.20127
SHP236591,2019-07-11 18:41:26,Rotterdam,Kuala Lumpur,NL,MY,86.88,405.0,0.75,Air,NTG Air & Ocean,5.32674
SHP155606,2020-01-27 21:42:18,Rotterdam,Kuala Lumpur,NL,MY,92.65,500.0,0.75,Air,NTG Air & Ocean,5.24375
SHP125592,2019-07-17 13:09:42,Rotterdam,Kuala Lumpur,NL,MY,85.3,65.0,0.9,Ocean,Neele-Vat Logistics,19.84514
SHP80587,2019-06-12 17:32:28,Rotterdam,Kuala Lumpur,NL,MY,86.81,400.0,0.9,Ocean,Neele-Vat Logistics,31.66991
SHP80604,2019-10-18 14:06:57,Rotterdam,Kuala Lumpur,NL,MY,86.97,175.0,0.75,Air,NTG Air & Ocean,5.291440000000001
SHP3432997,2019-06-13 16:41:11,Rotterdam,Manila,NL,PH,106.94,382.0,1.125,Ocean,Neele-Vat Logistics,6.15822
SHP925576,2019-04-08 12:15:22,Rotterdam,Kuala Lumpur,NL,MY,88.46954381,1700.0,1.05,Air,Van den Bosch Transporten,5.23414
SHP437605,2019-12-20 13:07:08,Rotterdam,Kuala Lumpur,NL,MY,93.31,1106.0,0.75,Air,NTG Air & Ocean,5.202780000000001
SHP154594,2019-07-31 11:40:21,Rotterdam,Kuala Lumpur,NL,MY,85.3,2000.0,0.9,Ocean,Neele-Vat Logistics,29.22465
SHP4132995,2019-05-18 14:29:18,Rotterdam,Manila,NL,PH,110.05,148.5,0.5625,Ocean,Van den Bosch Transporten,11.68646
SHP912587,2019-06-17 14:12:11,Rotterdam,Kuala Lumpur,NL,MY,87.8,1406.0,0.9,Ocean,Neele-Vat Logistics,10.27905
SHP8211996,2019-06-07 02:01:47,Rotterdam,Manila,NL,PH,107.25,103.0,0.5625,Ocean,Van den Bosch Transporten,27.40046
SHP88603,2019-09-23 16:14:24,Rotterdam,Kuala Lumpur,NL,MY,88.02,2203.0,1.05,Air,Van den Bosch Transporten,5.31157
SHP884606,2020-04-10 23:40:31,Rotterdam,Kuala Lumpur,NL,MY,92.35052915,491.0,1.05,Air,Van den Bosch Transporten,5.40903
SHP958604,2019-11-27 21:35:30,Rotterdam,Kuala Lumpur,NL,MY,92.08313398,2008.0,0.75,Air,NTG Air & Ocean,5.06736
SHP538586,2019-06-10 08:35:02,Rotterdam,Kuala Lumpur,NL,MY,87.4739,1006.0,0.9,Ocean,Neele-Vat Logistics,7.93773
SHP648606,2020-03-13 22:51:25,Rotterdam,Kuala Lumpur,NL,MY,93.32,1080.0,0.9,Ocean,Neele-Vat Logistics,13.88484
SHP55598,2019-08-23 16:39:43,Rotterdam,Kuala Lumpur,NL,MY,85.95458978,5010.0,0.9,Ocean,Neele-Vat Logistics,11.30359
SHP186587,2019-06-13 13:43:17,Rotterdam,Kuala Lumpur,NL,MY,86.75,470.0,0.75,Air,NTG Air & Ocean,5.3756900000000005
SHP297604,2019-10-27 11:30:09,Rotterdam,Kuala Lumpur,NL,MY,91.8,616.0,1.05,Air,Van den Bosch Transporten,5.10637
SHP721588,2019-06-23 02:55:08,Rotterdam,Kuala Lumpur,NL,MY,88.15,1256.0,0.75,Air,NTG Air & Ocean,5.38241
SHP804603,2019-10-06 14:59:56,Rotterdam,Kuala Lumpur,NL,MY,87.2,1750.0,0.9,Ocean,Neele-Vat Logistics,30.61065
SHP15606,2020-01-17 19:10:07,Rotterdam,Kuala Lumpur,NL,MY,94.63,112.0,0.75,Air,NTG Air & Ocean,5.17488
SHP419590,2019-07-06 13:12:11,Rotterdam,Kuala Lumpur,NL,MY,87.36,180.0,0.75,Air,NTG Air & Ocean,5.40451
SHP678605,2019-12-29 20:03:42,Rotterdam,Kuala Lumpur,NL,MY,92.2,8710.0,0.9,Ocean,Neele-Vat Logistics,22.72014
SHP155605,2019-12-09 11:24:45,Rotterdam,Kuala Lumpur,NL,MY,91.61,300.0,0.9,Ocean,Neele-Vat Logistics,29.11632
SHP887604,2019-11-23 21:45:17,Rotterdam,Kuala Lumpur,NL,MY,92.37660494,700.0,0.75,Air,NTG Air & Ocean,5.22975
SHP235579,2019-04-22 10:38:11,Rotterdam,Kuala Lumpur,NL,MY,89.65,1340.0,0.9,Ocean,Neele-Vat Logistics,18.79294
SHP475604,2019-11-04 15:31:30,Rotterdam,Kuala Lumpur,NL,MY,90.7,3318.0,0.9,Ocean,Neele-Vat Logistics,10.82986
SHP609596,2019-08-15 16:53:05,Rotterdam,Kuala Lumpur,NL,MY,85.65,240.0,0.75,Air,NTG Air & Ocean,5.087619999999999
SHP14571,2019-03-03 10:30:04,Rotterdam,Kuala Lumpur,NL,MY,92.5,4335.0,0.9,Ocean,Neele-Vat Logistics,28.73657
SHP916587,2019-06-17 14:23:40,Rotterdam,Kuala Lumpur,NL,MY,87.8,267.0,1.05,Air,Van den Bosch Transporten,5.33194
SHP600604,2019-11-11 12:56:57,Rotterdam,Kuala Lumpur,NL,MY,91.5,1325.0,0.9,Ocean,Neele-Vat Logistics,19.7566
SHP642587,2019-06-15 21:04:29,Rotterdam,Kuala Lumpur,NL,MY,87.87,65.0,1.05,Air,Van den Bosch Transporten,5.10104
SHP848572,2019-03-12 02:02:45,Rotterdam,Kuala Lumpur,NL,MY,93.45,433.0,0.9,Ocean,Neele-Vat Logistics,15.21354
SHP534580,2019-05-03 09:59:39,Rotterdam,Kuala Lumpur,NL,MY,90.31,120.0,0.75,Air,NTG Air & Ocean,5.099069999999999
SHP930578,2019-04-20 10:51:56,Rotterdam,Kuala Lumpur,NL,MY,89.9,455.0,0.9,Ocean,Neele-Vat Logistics,18.88843
SHP526584,2019-05-24 18:26:47,Rotterdam,Kuala Lumpur,NL,MY,90.68,1113.0,1.05,Air,Van den Bosch Transporten,5.33322
SHP179591,2019-07-11 15:18:33,Rotterdam,Kuala Lumpur,NL,MY,86.86,250.0,0.75,Air,NTG Air & Ocean,5.14931
SHP577589,2019-06-30 00:48:33,Rotterdam,Kuala Lumpur,NL,MY,87.5,5010.0,0.9,Ocean,Neele-Vat Logistics,24.69826
SHP852572,2019-03-12 10:58:22,Rotterdam,Kuala Lumpur,NL,MY,93.45,370.0,0.9,Ocean,Neele-Vat Logistics,8.9331
SHP814604,2019-11-20 16:33:52,Rotterdam,Kuala Lumpur,NL,MY,90.43333222,2208.0,0.75,Air,NTG Air & Ocean,5.11019
SHP194604,2019-10-24 08:47:06,Rotterdam,Kuala Lumpur,NL,MY,89.5739,205.0,1.05,Air,Van den Bosch Transporten,5.11377
SHP698576,2019-04-06 21:55:04,Rotterdam,Kuala Lumpur,NL,MY,90.45,2386.0,0.9,Ocean,Neele-Vat Logistics,23.49352
SHP910579,2019-04-26 12:29:09,Rotterdam,Kuala Lumpur,NL,MY,90.5,1506.0,0.9,Ocean,Neele-Vat Logistics,19.56354
SHP556606,2020-03-06 13:09:17,Rotterdam,Kuala Lumpur,NL,MY,93.4697471,1306.0,0.75,Air,NTG Air & Ocean,5.401269999999999
SHP954595,2019-08-12 14:32:04,Rotterdam,Kuala Lumpur,NL,MY,84.73819489,1006.0,0.75,Air,NTG Air & Ocean,5.35856
SHP8069003,2019-10-12 12:00:57,Rotterdam,Manila,NL,PH,103.85,250.0,0.5625,Ocean,Van den Bosch Transporten,7.506480000000001
SHP377581,2019-05-08 22:23:47,Rotterdam,Kuala Lumpur,NL,MY,90.02,227.2,0.75,Air,NTG Air & Ocean,5.10613
SHP854600,2019-09-11 11:07:49,Rotterdam,Kuala Lumpur,NL,MY,86.11,300.0,0.9,Ocean,Neele-Vat Logistics,28.99873
SHP232607,2020-05-12 18:43:06,Rotterdam,Kuala Lumpur,NL,MY,93.68,146.0,1.05,Air,Van den Bosch Transporten,5.073840000000001
SHP778589,2019-07-01 13:54:03,Rotterdam,Kuala Lumpur,NL,MY,87.7253,295.0,0.9,Ocean,Neele-Vat Logistics,30.15312
SHP597589,2019-06-30 11:21:11,Rotterdam,Kuala Lumpur,NL,MY,87.9,180.0,1.05,Air,Van den Bosch Transporten,5.3375
SHP289584,2019-05-23 16:46:03,Rotterdam,Kuala Lumpur,NL,MY,91.4,8010.0,0.9,Ocean,Neele-Vat Logistics,21.34757
SHP692592,2019-07-20 22:05:09,Rotterdam,Kuala Lumpur,NL,MY,85.35,5010.0,0.9,Ocean,Neele-Vat Logistics,13.56354
SHP382588,2019-06-20 23:01:53,Rotterdam,Kuala Lumpur,NL,MY,87.68,40.0,0.75,Air,NTG Air & Ocean,5.02269
SHP531572,2019-03-10 18:37:30,Rotterdam,Kuala Lumpur,NL,MY,93.7,1708.0,1.05,Air,Van den Bosch Transporten,5.31366
SHP913604,2019-11-25 08:31:26,Rotterdam,Kuala Lumpur,NL,MY,92.02,856.0,0.9,Ocean,Neele-Vat Logistics,27.91273
SHP877605,2020-01-12 10:17:53,Rotterdam,Kuala Lumpur,NL,MY,93.74029727,325.0,0.75,Air,NTG Air & Ocean,5.26319
SHP51596,2019-08-13 00:13:52,Rotterdam,Kuala Lumpur,NL,MY,84.82,961.0,0.75,Air,NTG Air & Ocean,5.30891
SHP197592,2019-07-18 11:08:48,Rotterdam,Kuala Lumpur,NL,MY,85.6,200.1,0.9,Ocean,Neele-Vat Logistics,19.00556
SHP6607,2020-04-21 14:36:21,Rotterdam,Kuala Lumpur,NL,MY,94.75,60.0,1.05,Air,Van den Bosch Transporten,5.39155
SHP406576,2019-04-05 12:13:25,Rotterdam,Kuala Lumpur,NL,MY,90.66,786.0,1.05,Air,Van den Bosch Transporten,5.06644
SHP25580,2019-04-26 21:40:36,Rotterdam,Kuala Lumpur,NL,MY,90.29,400.0,1.05,Air,Van den Bosch Transporten,5.19479
SHP664573,2019-03-15 21:43:51,Rotterdam,Kuala Lumpur,NL,MY,92.8,1006.0,0.75,Air,NTG Air & Ocean,5.265969999999999
SHP791570,2019-03-01 16:14:50,Rotterdam,Kuala Lumpur,NL,MY,91.8,1908.0,0.9,Ocean,Neele-Vat Logistics,11.13079
SHP317604,2019-10-28 10:05:05,Rotterdam,Kuala Lumpur,NL,MY,91.63,210.0,0.75,Air,NTG Air & Ocean,5.31539
SHP227606,2020-02-01 18:42:16,Rotterdam,Kuala Lumpur,NL,MY,92.71,227.0,0.9,Ocean,Neele-Vat Logistics,32.15463
SHP948604,2019-11-27 11:14:03,Rotterdam,Kuala Lumpur,NL,MY,92.15,999.0,0.9,Ocean,Neele-Vat Logistics,29.04201
SHP78584,2019-05-22 22:27:56,Rotterdam,Kuala Lumpur,NL,MY,90.69,340.0,1.05,Air,Van den Bosch Transporten,5.15613
SHP848606,2020-04-06 10:19:55,Rotterdam,Kuala Lumpur,NL,MY,89.99,1046.0,0.9,Ocean,Neele-Vat Logistics,8.666089999999999
SHP933580,2019-05-05 17:02:44,Rotterdam,Kuala Lumpur,NL,MY,90.15,255.0,0.9,Ocean,Neele-Vat Logistics,11.46343
SHP493604,2019-11-06 12:11:38,Rotterdam,Kuala Lumpur,NL,MY,90.7,305.0,0.9,Ocean,Neele-Vat Logistics,29.4419
SHP291592,2019-07-18 14:14:33,Rotterdam,Kuala Lumpur,NL,MY,85.71,1000.0,1.05,Air,Van den Bosch Transporten,5.056019999999999
SHP617604,2019-11-11 22:15:19,Rotterdam,Kuala Lumpur,NL,MY,91.5,205.0,0.75,Air,NTG Air & Ocean,5.39352
SHP316573,2019-03-14 13:19:23,Rotterdam,Kuala Lumpur,NL,MY,93.53,505.0,0.75,Air,NTG Air & Ocean,5.06238
SHP456577,2019-04-11 17:10:11,Rotterdam,Kuala Lumpur,NL,MY,90.05,31.0,0.9,Ocean,Neele-Vat Logistics,31.51516
SHP883604,2019-11-23 19:49:58,Rotterdam,Kuala Lumpur,NL,MY,91.66,300.0,0.9,Ocean,Neele-Vat Logistics,12.62477
SHP463604,2019-11-04 08:41:11,Rotterdam,Kuala Lumpur,NL,MY,90.6372,605.0,0.9,Ocean,Neele-Vat Logistics,27.98044
SHP889603,2019-10-11 01:35:17,Rotterdam,Kuala Lumpur,NL,MY,86.8,1160.0,0.9,Ocean,Neele-Vat Logistics,25.0228
SHP362603,2019-09-26 11:00:45,Rotterdam,Kuala Lumpur,NL,MY,88.62,400.0,0.75,Air,NTG Air & Ocean,5.40475
SHP103595,2019-08-07 14:42:46,Rotterdam,Kuala Lumpur,NL,MY,85.83,375.0,0.75,Air,NTG Air & Ocean,5.0304400000000005
SHP919594,2019-08-05 21:08:05,Rotterdam,Kuala Lumpur,NL,MY,85.85421934,1006.0,0.75,Air,NTG Air & Ocean,5.37442
SHP524573,2019-03-15 12:45:54,Rotterdam,Kuala Lumpur,NL,MY,92.46,330.0,0.9,Ocean,Neele-Vat Logistics,9.67986
SHP190607,2020-05-07 16:17:45,Rotterdam,Kuala Lumpur,NL,MY,94.1,103.5,0.75,Air,NTG Air & Ocean,5.31458
SHP9369995,2019-05-26 12:25:59,Rotterdam,Manila,NL,PH,108.55,795.0,0.5625,Ocean,Van den Bosch Transporten,6.8571800000000005
SHP534607,2020-06-15 09:47:41,Rotterdam,Kuala Lumpur,NL,MY,94.45,110.0,1.05,Air,Van den Bosch Transporten,5.11065
SHP248591,2019-07-12 06:18:38,Rotterdam,Kuala Lumpur,NL,MY,86.55,1000.0,0.9,Ocean,Neele-Vat Logistics,26.99051
SHP461596,2019-08-15 12:36:02,Rotterdam,Kuala Lumpur,NL,MY,84.8907,1498.0,0.9,Ocean,Neele-Vat Logistics,9.61134
SHP946604,2019-11-27 11:11:38,Rotterdam,Kuala Lumpur,NL,MY,92.15,1300.0,0.9,Ocean,Neele-Vat Logistics,19.02523
SHP405605,2019-12-19 13:02:01,Rotterdam,Kuala Lumpur,NL,MY,93.3079,1100.0,0.9,Ocean,Neele-Vat Logistics,9.79178
SHP845578,2019-04-19 16:06:16,Rotterdam,Kuala Lumpur,NL,MY,90.80618244,1200.0,0.75,Air,NTG Air & Ocean,5.39965
SHP211606,2020-01-31 15:18:11,Rotterdam,Kuala Lumpur,NL,MY,92.40914009,1456.0,0.75,Air,NTG Air & Ocean,5.38461
SHP699574,2019-03-23 12:35:52,Rotterdam,Kuala Lumpur,NL,MY,90.8,100.0,0.9,Ocean,Neele-Vat Logistics,29.610190000000003
SHP556606,2020-03-06 13:09:17,Rotterdam,Kuala Lumpur,NL,MY,93.0,1306.0,0.9,Ocean,Neele-Vat Logistics,19.84225
SHP281607,2020-05-16 23:00:37,Rotterdam,Kuala Lumpur,NL,MY,92.55,73.5,0.75,Air,NTG Air & Ocean,5.1870400000000005
SHP456606,2020-02-20 11:41:04,Rotterdam,Kuala Lumpur,NL,MY,91.7,103.5,0.75,Air,NTG Air & Ocean,5.21979
SHP299587,2019-06-14 08:06:14,Rotterdam,Kuala Lumpur,NL,MY,86.7855,2008.0,0.9,Ocean,Neele-Vat Logistics,27.73773
SHP765573,2019-03-16 16:06:32,Rotterdam,Kuala Lumpur,NL,MY,92.4,550.0,1.05,Air,Van den Bosch Transporten,5.02824
SHP770603,2019-10-04 13:27:44,Rotterdam,Kuala Lumpur,NL,MY,88.53,405.0,0.75,Air,NTG Air & Ocean,5.0877300000000005
SHP193605,2019-12-11 10:15:49,Rotterdam,Kuala Lumpur,NL,MY,92.45,1200.0,0.9,Ocean,Neele-Vat Logistics,18.63762
SHP521583,2019-05-19 14:45:40,Rotterdam,Kuala Lumpur,NL,MY,90.74,1106.0,0.75,Air,NTG Air & Ocean,5.0478
SHP137606,2020-01-26 22:54:37,Rotterdam,Kuala Lumpur,NL,MY,92.25,3008.0,0.9,Ocean,Neele-Vat Logistics,33.907059999999994
SHP9237000,2019-08-18 13:02:35,Rotterdam,Manila,NL,PH,102.75,983.24,0.5625,Ocean,Van den Bosch Transporten,52.29803
SHP881605,2020-01-12 12:55:22,Rotterdam,Kuala Lumpur,NL,MY,94.7742323,900.0,0.75,Air,NTG Air & Ocean,5.089580000000001
SHP540576,2019-04-05 19:08:26,Rotterdam,Kuala Lumpur,NL,MY,90.17584811,1000.0,0.75,Air,NTG Air & Ocean,5.11447
SHP300604,2019-10-27 12:44:43,Rotterdam,Kuala Lumpur,NL,MY,91.8,495.0,1.05,Air,Van den Bosch Transporten,5.32188
SHP437606,2020-02-17 22:49:04,Rotterdam,Kuala Lumpur,NL,MY,91.8,387.0,1.05,Air,Van den Bosch Transporten,5.07199
SHP692576,2019-04-06 20:30:58,Rotterdam,Kuala Lumpur,NL,MY,90.45,205.0,0.9,Ocean,Neele-Vat Logistics,12.90949
SHP924606,2020-04-15 15:57:16,Rotterdam,Kuala Lumpur,NL,MY,92.08,555.0,1.05,Air,Van den Bosch Transporten,5.32396
SHP323585,2019-05-31 12:28:11,Rotterdam,Kuala Lumpur,NL,MY,88.66,1456.0,0.75,Air,NTG Air & Ocean,5.201969999999999
SHP86606,2020-01-23 15:00:42,Rotterdam,Kuala Lumpur,NL,MY,91.51,160.0,0.9,Ocean,Neele-Vat Logistics,20.61597
SHP151590,2019-07-04 14:13:29,Rotterdam,Kuala Lumpur,NL,MY,88.45,400.0,0.75,Air,NTG Air & Ocean,5.26898
SHP30582,2019-05-11 17:44:36,Rotterdam,Kuala Lumpur,NL,MY,90.22,555.0,0.75,Air,NTG Air & Ocean,5.03461
SHP812580,2019-05-04 17:59:46,Rotterdam,Kuala Lumpur,NL,MY,89.36,450.0,0.9,Ocean,Neele-Vat Logistics,21.85949
SHP379589,2019-06-28 13:43:22,Rotterdam,Kuala Lumpur,NL,MY,87.44,155.0,0.75,Air,NTG Air & Ocean,5.025
SHP354606,2020-02-12 14:04:50,Rotterdam,Kuala Lumpur,NL,MY,93.8,435.0,1.05,Air,Van den Bosch Transporten,5.35266
SHP844577,2019-04-13 21:13:16,Rotterdam,Kuala Lumpur,NL,MY,89.49402206,200.0,0.75,Air,NTG Air & Ocean,5.22917
SHP721581,2019-05-10 14:34:32,Rotterdam,Kuala Lumpur,NL,MY,90.4,355.0,0.75,Air,NTG Air & Ocean,5.25694
SHP365575,2019-03-28 12:24:43,Rotterdam,Kuala Lumpur,NL,MY,90.5,205.0,0.9,Ocean,Neele-Vat Logistics,29.53275
SHP693605,2019-12-30 16:33:40,Rotterdam,Kuala Lumpur,NL,MY,92.3,660.0,0.9,Ocean,Neele-Vat Logistics,11.26157
SHP427591,2019-07-12 23:23:34,Rotterdam,Kuala Lumpur,NL,MY,86.65,250.0,0.9,Ocean,Neele-Vat Logistics,14.1081
SHP775575,2019-03-30 23:27:27,Rotterdam,Kuala Lumpur,NL,MY,90.4509167,5010.0,0.9,Ocean,Neele-Vat Logistics,14.13507
SHP725582,2019-05-14 20:47:49,Rotterdam,Kuala Lumpur,NL,MY,90.65,2000.0,0.9,Ocean,Neele-Vat Logistics,23.0265
SHP1951992,2019-03-21 19:59:54,Rotterdam,Manila,NL,PH,110.62,2758.0,1.125,Ocean,Neele-Vat Logistics,22.57245
SHP101589,2019-06-25 17:17:59,Rotterdam,Kuala Lumpur,NL,MY,87.73,783.0,0.75,Air,NTG Air & Ocean,5.06493
SHP811587,2019-06-16 22:08:30,Rotterdam,Kuala Lumpur,NL,MY,87.24610175,1498.0,1.05,Air,Van den Bosch Transporten,5.316319999999999
SHP896606,2020-04-11 15:36:34,Rotterdam,Kuala Lumpur,NL,MY,92.75,505.0,1.05,Air,Van den Bosch Transporten,5.31493
SHP603570,2019-02-28 15:36:42,Rotterdam,Kuala Lumpur,NL,MY,91.31,10.96,0.9,Ocean,Neele-Vat Logistics,30.86597
SHP445605,2019-12-20 14:08:44,Rotterdam,Kuala Lumpur,NL,MY,92.8,1000.0,0.9,Ocean,Neele-Vat Logistics,20.25509
SHP108604,2019-10-20 00:51:42,Rotterdam,Kuala Lumpur,NL,MY,86.07,290.33,0.75,Air,NTG Air & Ocean,5.2491900000000005
SHP1057014,2020-03-11 12:45:06,Rotterdam,Manila,NL,PH,108.57557,304.0,0.5625,Ocean,Van den Bosch Transporten,14.64167
SHP156574,2019-03-18 20:18:46,Rotterdam,Kuala Lumpur,NL,MY,90.44,135.0,1.05,Air,Van den Bosch Transporten,5.16181
SHP206584,2019-05-23 13:38:46,Rotterdam,Kuala Lumpur,NL,MY,90.92,230.0,0.75,Air,NTG Air & Ocean,5.02257
SHP434604,2019-11-02 15:52:22,Rotterdam,Kuala Lumpur,NL,MY,90.75,1506.0,0.9,Ocean,Neele-Vat Logistics,10.97477
SHP603607,2020-06-20 13:30:11,Rotterdam,Kuala Lumpur,NL,MY,95.35,320.0,1.05,Air,Van den Bosch Transporten,5.06354
SHP849606,2020-04-06 11:58:06,Rotterdam,Kuala Lumpur,NL,MY,90.9994599,2008.0,0.75,Air,NTG Air & Ocean,5.14201
SHP937604,2019-11-26 12:58:52,Rotterdam,Kuala Lumpur,NL,MY,92.15,1400.0,0.9,Ocean,Neele-Vat Logistics,9.76991
SHP325589,2019-06-27 23:02:10,Rotterdam,Kuala Lumpur,NL,MY,87.8,2069.0,0.75,Air,NTG Air & Ocean,5.15498
SHP584607,2020-06-19 08:30:45,Rotterdam,Kuala Lumpur,NL,MY,94.8,1000.0,0.9,Ocean,Neele-Vat Logistics,27.90799
SHP246586,2019-06-08 00:42:52,Rotterdam,Kuala Lumpur,NL,MY,87.97,1006.0,1.05,Air,Van den Bosch Transporten,5.39236
SHP15571,2019-03-03 10:36:20,Rotterdam,Kuala Lumpur,NL,MY,92.5,4335.0,0.9,Ocean,Neele-Vat Logistics,18.78009
SHP150606,2020-01-27 18:21:19,Rotterdam,Kuala Lumpur,NL,MY,92.45,4010.0,0.9,Ocean,Neele-Vat Logistics,12.00914
SHP519585,2019-06-01 17:56:50,Rotterdam,Kuala Lumpur,NL,MY,87.8,381.0,0.9,Ocean,Neele-Vat Logistics,21.83912
SHP288600,2019-09-08 11:12:24,Rotterdam,Kuala Lumpur,NL,MY,87.41,74.0,0.75,Air,NTG Air & Ocean,5.11157
SHP235607,2020-05-12 19:17:50,Rotterdam,Kuala Lumpur,NL,MY,93.63,605.0,1.05,Air,Van den Bosch Transporten,5.10278
SHP644605,2019-12-28 17:03:28,Rotterdam,Kuala Lumpur,NL,MY,92.91,1006.0,0.75,Air,NTG Air & Ocean,5.09491
